interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-42649,6/15/2025,CUS-9005,Travel Platinum,Affluent,73,Collections,Call,AGT-130,7,0.78,1343,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-76972,2/24/2025,CUS-2566,Travel Platinum,Mass Market,50,General Inquiry,Call,AGT-148,22,-0.7,1377,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-20657,9/19/2025,CUS-9670,Everyday Blue,Mass Market,63,Fraud Ops,Call,AGT-129,27,0.21,3041,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-44866,1/17/2026,CUS-2096,Reserve Infinite,Affluent,58,Fraud Ops,Chat,AGT-124,50,0.55,3301,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-46203,11/26/2025,CUS-3344,Small Business Elite,Mass Market,47,Card Services,Call,AGT-149,18,-0.88,1070,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-39272,12/22/2025,CUS-1050,Reserve Infinite,Preferred,42,Account Access,Call,AGT-122,10,0.65,2036,Follow Up Needed,N,None,Agent,,,Normal,No_Escalation_Required
INT-83646,12/28/2025,CUS-3394,Reserve Infinite,Private Wealth,101,VIP Services,Call,AGT-117,40,0.91,2045,Escalated to Lead,N,None,None,,,Normal,Invalid_Disposition
INT-51178,2/2/2026,CUS-9786,Reserve Infinite,Affluent,26,Account Access,Call,AGT-141,45,-0.62,2507,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-89309,7/3/2025,CUS-2972,Reserve Infinite,Private Wealth,38,Credit Line,Chat,AGT-146,33,-0.88,858,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-78616,1/26/2026,CUS-9259,Travel Platinum,Private Wealth,37,Fraud Ops,Call,AGT-115,4,-0.64,1792,Escalated to Lead,Y,Supervisor,Agent,,My partner passed away,Risk_Vulnerability,Valid_Escalation
INT-11430,7/11/2025,CUS-5885,Travel Platinum,Mass Market,34,Account Access,Call,AGT-113,29,-0.71,163,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-13777,3/25/2025,CUS-7904,Reserve Infinite,Private Wealth,11,General Inquiry,Call,AGT-123,39,-0.07,664,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-68547,6/7/2025,CUS-7259,Travel Platinum,Preferred,72,Tech Support,Call,AGT-110,51,0.19,3166,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-51168,4/7/2025,CUS-2765,Reserve Infinite,Preferred,120,Card Services,Call,AGT-117,8,-0.09,870,Escalated to Trust & Safety,N,None,None,,,Normal,Invalid_Disposition
INT-89500,4/15/2025,CUS-8427,Everyday Blue,Private Wealth,37,General Inquiry,Call,AGT-110,10,0.17,1382,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-12222,1/29/2026,CUS-3030,Everyday Blue,Preferred,7,General Inquiry,Chat,AGT-120,24,0.11,1570,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-28579,12/3/2025,CUS-6165,Everyday Blue,Private Wealth,107,Tech Support,Call,AGT-146,29,-0.25,164,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-92429,2/2/2026,CUS-8114,Travel Platinum,Mass Market,83,General Inquiry,Chat,AGT-120,13,-0.21,1397,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-90357,10/11/2025,CUS-1565,Everyday Blue,Private Wealth,83,VIP Services,Chat,AGT-118,16,-0.35,3158,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-84518,4/21/2025,CUS-1645,Small Business Elite,Preferred,114,Collections,Call,AGT-132,44,-0.89,2997,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-27284,2/5/2026,CUS-9137,Small Business Elite,Mass Market,9,Account Access,Call,AGT-104,29,-0.72,478,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-78521,10/28/2025,CUS-3676,Reserve Infinite,Affluent,92,Collections,Call,AGT-115,19,-0.82,1535,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-56803,1/22/2026,CUS-6540,Reserve Infinite,Preferred,11,Tech Support,Call,AGT-126,28,-0.31,344,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-74547,12/1/2025,CUS-7562,Small Business Elite,Private Wealth,70,General Inquiry,Call,AGT-103,10,0.05,2688,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-61903,5/9/2025,CUS-3539,Travel Platinum,Mass Market,71,Collections,Chat,AGT-105,5,-0.51,1897,Escalated to Lead,Y,Tier 3,Customer,,Crisis situation,Risk_Vulnerability,Valid_Escalation
INT-30848,9/19/2025,CUS-2888,Reserve Infinite,Affluent,98,Tech Support,Call,AGT-116,17,-0.55,291,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-94509,4/22/2025,CUS-1396,Everyday Blue,Mass Market,7,Collections,Call,AGT-141,33,-0.43,983,Escalated to Lead,Y,Supervisor,Customer,,My partner passed away,Risk_Vulnerability,Valid_Escalation
INT-72743,6/8/2025,CUS-1694,Reserve Infinite,Preferred,6,Credit Line,Call,AGT-114,31,0.52,685,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-28045,10/26/2025,CUS-9201,Reserve Infinite,Private Wealth,41,Card Services,Call,AGT-120,7,-0.22,2658,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-97852,4/4/2025,CUS-7484,Everyday Blue,Preferred,3,Credit Line,Call,AGT-132,30,0.53,2076,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-13081,11/10/2025,CUS-7798,Small Business Elite,Mass Market,71,Collections,Chat,AGT-104,20,-0.92,2475,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-14719,1/29/2026,CUS-4421,Travel Platinum,Preferred,30,Card Services,Call,AGT-137,5,-0.02,1491,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-20567,1/29/2026,CUS-7031,Small Business Elite,Private Wealth,66,Fraud Ops,Call,AGT-110,35,-0.21,683,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-80284,7/9/2025,CUS-1120,Travel Platinum,Private Wealth,118,Card Services,Chat,AGT-140,6,0.49,1212,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-44818,2/14/2026,CUS-7132,Reserve Infinite,Preferred,66,Fraud Ops,Chat,AGT-124,51,-0.68,885,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-89641,2/4/2026,CUS-5198,Travel Platinum,Affluent,43,Transaction Disputes,Call,AGT-112,2,-0.35,1126,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-61463,2/28/2025,CUS-2952,Travel Platinum,Preferred,84,Collections,Call,AGT-118,38,-0.1,1884,Resolved,N,None,Customer,This violates my consumer rights,,Legal_Implied_FAILURE_NoTransfer,Missed_Escalation
INT-89084,9/24/2025,CUS-9385,Reserve Infinite,Affluent,99,Credit Line,Call,AGT-125,13,-0.59,521,Resolved,N,None,None,,,Normal,No_Escalation_Required
INT-15460,1/19/2026,CUS-7348,Small Business Elite,Affluent,103,Transaction Disputes,Call,AGT-106,12,0.49,902,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-36233,2/5/2026,CUS-5892,Small Business Elite,Affluent,107,VIP Services,Call,AGT-144,9,0.35,2489,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-49763,5/8/2025,CUS-6913,Everyday Blue,Affluent,60,General Inquiry,Chat,AGT-103,42,0.3,1001,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-84297,9/11/2025,CUS-5134,Everyday Blue,Affluent,28,Collections,Call,AGT-132,18,-0.95,110,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-38367,1/24/2026,CUS-3964,Everyday Blue,Mass Market,111,Transaction Disputes,Call,AGT-121,18,-0.59,3008,Escalated to Trust & Safety,Y,Trust & Safety,Customer,Calling the Attorney General,,Legal_Explicit Regulatory,Valid_Escalation
INT-60930,4/9/2025,CUS-6363,Small Business Elite,Affluent,59,VIP Services,Call,AGT-125,10,0.2,736,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-74445,11/16/2025,CUS-8867,Travel Platinum,Preferred,72,Transaction Disputes,Call,AGT-138,45,-0.43,2792,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-42573,5/14/2025,CUS-2272,Travel Platinum,Private Wealth,79,VIP Services,Call,AGT-106,26,0.77,3552,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-14089,2/10/2026,CUS-1819,Small Business Elite,Affluent,110,Transaction Disputes,Call,AGT-100,8,0.89,60,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-49773,4/19/2025,CUS-8291,Travel Platinum,Affluent,49,Account Access,Call,AGT-146,24,0.14,713,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-22744,1/6/2026,CUS-1877,Reserve Infinite,Private Wealth,48,VIP Services,Call,AGT-113,26,0.29,1793,Provided Adjustment,N,None,Agent,,,Normal,No_Escalation_Required
INT-58866,3/21/2025,CUS-2246,Travel Platinum,Affluent,36,VIP Services,Call,AGT-126,26,0.31,1278,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-14586,11/2/2025,CUS-2967,Travel Platinum,Affluent,39,Card Services,Chat,AGT-109,12,-0.47,3339,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-36825,10/8/2025,CUS-2971,Reserve Infinite,Private Wealth,118,Account Access,Call,AGT-140,33,0.49,2852,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-13980,1/6/2026,CUS-8807,Small Business Elite,Preferred,23,Transaction Disputes,Call,AGT-100,16,-0.77,3028,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-40776,7/30/2025,CUS-8458,Reserve Infinite,Preferred,112,Transaction Disputes,Call,AGT-137,17,0.39,1178,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-45398,5/24/2025,CUS-1369,Everyday Blue,Mass Market,90,General Inquiry,Call,AGT-136,20,-0.04,3055,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-30092,5/19/2025,CUS-4530,Small Business Elite,Preferred,9,Account Access,Call,AGT-125,20,0.36,182,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-14870,3/13/2025,CUS-9149,Travel Platinum,Preferred,56,Tech Support,Call,AGT-129,26,-0.18,114,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-85597,5/21/2025,CUS-1721,Travel Platinum,Private Wealth,85,Card Services,Call,AGT-104,5,0.92,1210,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-46905,3/28/2025,CUS-8850,Small Business Elite,Private Wealth,26,Transaction Disputes,Call,AGT-117,7,-0.95,1173,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-34650,2/17/2025,CUS-4847,Everyday Blue,Mass Market,89,Credit Line,Call,AGT-128,18,0.62,2723,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-15783,7/7/2025,CUS-8132,Travel Platinum,Preferred,72,Transaction Disputes,Call,AGT-144,24,-0.02,1008,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-16198,11/11/2025,CUS-5694,Travel Platinum,Affluent,47,Card Services,Chat,AGT-105,34,0.2,1928,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-71928,2/5/2026,CUS-9922,Small Business Elite,Private Wealth,21,Transaction Disputes,Chat,AGT-123,17,0.32,1580,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-82223,1/5/2026,CUS-9859,Reserve Infinite,Private Wealth,19,Card Services,Chat,AGT-120,12,0.47,1480,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-63346,8/15/2025,CUS-3850,Everyday Blue,Affluent,75,General Inquiry,Call,AGT-125,31,-0.26,1483,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-48331,7/5/2025,CUS-3418,Everyday Blue,Private Wealth,105,Fraud Ops,Call,AGT-143,26,0.5,2085,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-98566,9/4/2025,CUS-9884,Reserve Infinite,Affluent,53,Credit Line,Chat,AGT-123,28,0.92,414,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-88925,3/26/2025,CUS-5148,Travel Platinum,Mass Market,114,Collections,Chat,AGT-108,18,-0.33,1529,Escalated to Trust & Safety,Y,Trust & Safety,Customer,I'm filing with the CFPB,,Legal_Explicit Regulatory,Valid_Escalation
INT-94602,8/11/2025,CUS-8644,Travel Platinum,Mass Market,58,Card Services,Call,AGT-148,44,0.08,2846,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-31532,12/29/2025,CUS-1700,Travel Platinum,Mass Market,44,Fraud Ops,Chat,AGT-132,55,0.84,2620,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-29012,10/12/2025,CUS-6597,Reserve Infinite,Affluent,70,Transaction Disputes,Chat,AGT-140,3,0.66,713,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-85195,10/25/2025,CUS-3285,Travel Platinum,Preferred,105,Card Services,Call,AGT-150,21,-0.59,2899,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-61950,4/17/2025,CUS-2339,Reserve Infinite,Mass Market,106,Credit Line,Chat,AGT-126,22,0.76,2113,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-81302,3/15/2025,CUS-1687,Reserve Infinite,Affluent,67,Fraud Ops,Call,AGT-106,35,0.15,1103,Escalated to Lead,N,None,Agent,,,Normal,Invalid_Disposition
INT-82148,12/22/2025,CUS-3698,Travel Platinum,Mass Market,95,Collections,Call,AGT-114,52,0.37,3286,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-53895,6/4/2025,CUS-9014,Reserve Infinite,Private Wealth,15,Credit Line,Call,AGT-120,31,0.46,3324,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-58932,6/13/2025,CUS-9985,Everyday Blue,Preferred,120,Tech Support,Call,AGT-125,29,0.05,3416,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-61485,1/30/2026,CUS-4589,Reserve Infinite,Mass Market,74,Tech Support,Call,AGT-122,18,0.5,2877,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-23949,3/16/2025,CUS-4699,Everyday Blue,Mass Market,82,Collections,Call,AGT-141,18,-0.09,3477,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-34684,4/20/2025,CUS-1009,Everyday Blue,Private Wealth,115,Fraud Ops,Call,AGT-150,51,0.94,3336,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-24129,7/4/2025,CUS-9113,Travel Platinum,Mass Market,19,General Inquiry,Chat,AGT-104,54,0.39,1315,Requires More Info,N,None,None,,,Normal,No_Escalation_Required
INT-41697,11/11/2025,CUS-7653,Reserve Infinite,Preferred,39,Account Access,Chat,AGT-113,18,0.08,455,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-35035,9/4/2025,CUS-1385,Travel Platinum,Mass Market,3,Tech Support,Call,AGT-101,30,-0.41,908,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-34341,1/10/2026,CUS-2168,Small Business Elite,Private Wealth,9,Fraud Ops,Call,AGT-116,10,-0.09,547,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-65301,3/22/2025,CUS-6857,Small Business Elite,Affluent,85,VIP Services,Chat,AGT-125,23,-0.98,2507,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-49349,9/21/2025,CUS-6622,Everyday Blue,Mass Market,50,Card Services,Call,AGT-123,18,-0.58,1815,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-91167,9/28/2025,CUS-8838,Small Business Elite,Mass Market,82,General Inquiry,Call,AGT-139,27,0.19,2841,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-74400,8/12/2025,CUS-1516,Travel Platinum,Preferred,64,Card Services,Call,AGT-120,16,-0.3,1107,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-72075,2/28/2025,CUS-7287,Reserve Infinite,Affluent,97,General Inquiry,Call,AGT-134,4,0.54,1791,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-86955,1/26/2026,CUS-6751,Reserve Infinite,Affluent,88,Credit Line,Chat,AGT-131,27,0.99,1616,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-15068,4/18/2025,CUS-8986,Small Business Elite,Affluent,98,General Inquiry,Call,AGT-105,17,-0.05,2287,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-22065,1/7/2026,CUS-2359,Small Business Elite,Private Wealth,32,Credit Line,Chat,AGT-146,8,0.66,2645,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-22321,4/15/2025,CUS-8449,Travel Platinum,Affluent,49,Credit Line,Call,AGT-147,21,-0.33,2532,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-71509,3/25/2025,CUS-1562,Small Business Elite,Preferred,42,Transaction Disputes,Call,AGT-119,39,0.11,2943,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-69139,5/3/2025,CUS-4548,Small Business Elite,Affluent,79,Tech Support,Call,AGT-126,30,-0.81,2860,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-26827,4/27/2025,CUS-1462,Everyday Blue,Mass Market,120,Tech Support,Call,AGT-132,7,-0.11,2116,Duplicate Ticket Exists,N,None,None,,,Normal,No_Escalation_Required
INT-33754,10/29/2025,CUS-8588,Everyday Blue,Affluent,36,Card Services,Call,AGT-144,23,0.13,3342,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-80210,11/7/2025,CUS-1798,Small Business Elite,Preferred,33,Account Access,Call,AGT-137,30,-0.76,2176,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-74369,11/10/2025,CUS-3849,Small Business Elite,Affluent,116,Card Services,Chat,AGT-128,22,-0.41,726,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-15218,5/24/2025,CUS-5756,Reserve Infinite,Mass Market,77,Account Access,Chat,AGT-121,22,-0.15,2873,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-30289,5/30/2025,CUS-2258,Small Business Elite,Private Wealth,26,Card Services,Call,AGT-130,26,-0.03,83,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-60764,5/14/2025,CUS-3893,Everyday Blue,Mass Market,99,Transaction Disputes,Call,AGT-124,22,-0.91,808,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-39284,3/7/2025,CUS-6571,Reserve Infinite,Affluent,111,Fraud Ops,Call,AGT-143,18,0.17,2080,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-39980,9/13/2025,CUS-8285,Travel Platinum,Preferred,104,Card Services,Chat,AGT-144,38,0.9,535,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-23308,12/20/2025,CUS-3694,Small Business Elite,Preferred,18,Card Services,Call,AGT-108,8,0.48,2538,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-83763,4/14/2025,CUS-1387,Travel Platinum,Affluent,57,General Inquiry,Chat,AGT-131,35,-0.27,2922,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-66357,6/28/2025,CUS-1336,Reserve Infinite,Mass Market,91,Transaction Disputes,Call,AGT-133,9,0.8,1568,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-93208,7/23/2025,CUS-9904,Reserve Infinite,Private Wealth,14,Fraud Ops,Call,AGT-126,50,-0.05,1202,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-67185,6/4/2025,CUS-7918,Everyday Blue,Affluent,9,Card Services,Chat,AGT-104,16,-0.83,2782,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-56876,10/16/2025,CUS-8776,Everyday Blue,Preferred,52,General Inquiry,Chat,AGT-132,40,0.84,623,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-25861,9/24/2025,CUS-1395,Small Business Elite,Private Wealth,21,VIP Services,Call,AGT-105,5,0.14,2782,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-35757,4/30/2025,CUS-8308,Everyday Blue,Affluent,85,VIP Services,Call,AGT-134,31,-0.25,1137,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-72636,2/26/2025,CUS-2094,Reserve Infinite,Mass Market,102,General Inquiry,Call,AGT-142,20,-0.63,1752,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-25184,4/20/2025,CUS-1651,Everyday Blue,Affluent,30,Tech Support,Call,AGT-112,33,-0.71,605,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-61211,6/3/2025,CUS-1183,Small Business Elite,Preferred,48,Credit Line,Call,AGT-103,13,0.02,109,Ticket Closed,N,None,None,,,Normal,No_Escalation_Required
INT-24778,3/18/2025,CUS-9594,Reserve Infinite,Mass Market,86,Card Services,Call,AGT-117,12,0.17,96,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-49759,12/21/2025,CUS-3245,Travel Platinum,Private Wealth,41,Card Services,Call,AGT-115,33,0.72,3341,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-37991,6/9/2025,CUS-4091,Travel Platinum,Affluent,85,VIP Services,Call,AGT-130,20,-0.76,937,Escalated to Lead,N,None,Customer,,Stop lying to me,Risk_Abuse,Failed_Escalation
INT-22982,7/12/2025,CUS-3824,Travel Platinum,Affluent,50,Card Services,Call,AGT-135,10,0.27,2277,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-19295,8/14/2025,CUS-3393,Reserve Infinite,Affluent,86,Transaction Disputes,Call,AGT-108,41,-0.62,655,Requires More Info,N,None,Customer,,Stop lying to me,Risk_Abuse,Missed_Escalation
INT-18912,10/16/2025,CUS-8826,Travel Platinum,Affluent,66,VIP Services,Call,AGT-104,25,0.13,1071,Ticket Closed,N,None,None,,,Normal,No_Escalation_Required
INT-92174,3/22/2025,CUS-7774,Travel Platinum,Preferred,108,Credit Line,Chat,AGT-140,18,-0.28,983,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-44402,9/3/2025,CUS-7658,Travel Platinum,Affluent,8,Credit Line,Call,AGT-148,39,-0.14,1372,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-61724,4/25/2025,CUS-1453,Small Business Elite,Affluent,25,General Inquiry,Call,AGT-142,22,0.45,1590,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-61219,1/6/2026,CUS-8369,Small Business Elite,Mass Market,78,Card Services,Call,AGT-114,41,0.5,581,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-72831,7/1/2025,CUS-9348,Everyday Blue,Mass Market,114,Collections,Call,AGT-126,34,0.29,3154,Escalated to Lead,N,None,None,,,Normal,Invalid_Disposition
INT-93275,7/29/2025,CUS-3576,Everyday Blue,Private Wealth,31,Account Access,Chat,AGT-138,30,0.04,2096,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-19837,5/24/2025,CUS-8090,Small Business Elite,Private Wealth,77,Credit Line,Call,AGT-101,25,-0.17,2360,Escalated to Trust & Safety,Y,Trust & Safety,Customer,I know this is illegal,,Legal_Implied,Valid_Escalation
INT-21120,8/5/2025,CUS-3384,Small Business Elite,Private Wealth,99,Tech Support,Call,AGT-141,22,-0.92,1196,Requires More Info,N,None,None,,,Normal,No_Escalation_Required
INT-61546,5/10/2025,CUS-5601,Travel Platinum,Affluent,60,Tech Support,Call,AGT-141,32,0.61,1458,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-49779,5/26/2025,CUS-9770,Travel Platinum,Private Wealth,78,VIP Services,Call,AGT-120,40,0.84,3563,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-71592,3/11/2025,CUS-9379,Small Business Elite,Preferred,63,Collections,Call,AGT-124,41,0.51,3498,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-87274,11/18/2025,CUS-3248,Everyday Blue,Affluent,61,Fraud Ops,Chat,AGT-121,10,-0.82,2065,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-54880,10/18/2025,CUS-9728,Reserve Infinite,Mass Market,67,Transaction Disputes,Chat,AGT-139,26,0.26,1090,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-92460,3/20/2025,CUS-5394,Travel Platinum,Private Wealth,120,VIP Services,Call,AGT-117,31,0.75,2494,Escalated to Trust & Safety,Y,Trust & Safety,Customer,You'll hear from my lawyer,,Legal_Inexplicit,Valid_Escalation
INT-77307,6/22/2025,CUS-4732,Reserve Infinite,Preferred,41,Fraud Ops,Call,AGT-120,12,0.81,2378,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-35069,9/2/2025,CUS-6710,Small Business Elite,Private Wealth,40,Transaction Disputes,Chat,AGT-112,14,0.65,2180,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-98617,2/6/2026,CUS-7742,Everyday Blue,Affluent,36,Credit Line,Call,AGT-116,9,0.2,2803,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-96391,9/20/2025,CUS-4085,Reserve Infinite,Preferred,99,Account Access,Call,AGT-139,32,0.78,630,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-48668,9/7/2025,CUS-4112,Small Business Elite,Affluent,88,Tech Support,Chat,AGT-143,22,-0.28,2283,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-82470,12/20/2025,CUS-6261,Everyday Blue,Preferred,27,Collections,Chat,AGT-129,13,0.16,770,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-25363,12/12/2025,CUS-5775,Small Business Elite,Mass Market,82,Fraud Ops,Call,AGT-115,33,-0.59,3295,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-93026,7/19/2025,CUS-6527,Small Business Elite,Mass Market,24,Collections,Chat,AGT-141,14,-0.57,1595,Customer Education,N,None,Customer,,I hope you get fired,Risk_Abuse,Missed_Escalation
INT-42195,8/31/2025,CUS-7416,Small Business Elite,Affluent,62,VIP Services,Chat,AGT-145,50,-0.46,2387,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-70172,12/30/2025,CUS-9804,Small Business Elite,Affluent,44,Card Services,Call,AGT-109,16,-0.49,355,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-43100,8/9/2025,CUS-3038,Travel Platinum,Preferred,49,Fraud Ops,Call,AGT-135,28,0.97,73,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-18722,1/4/2026,CUS-4095,Everyday Blue,Private Wealth,104,Credit Line,Call,AGT-116,43,0.86,1922,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
